,value
gross_return_ann,-0.019885603394374663
gross_vol_ann,0.008513821937847426
gross_sharpe,-2.3356846712960966
annual_turnover,3014.0349370461145
avg_positions,29.235294117647058
avg_gross_lev,1.3333011212979426
avg_net_lev,3.221203539061163e-05
rebalance_turnover,3014.0349370461145
txn_cost_bps,1.0
annual_cost,0.30140349370461145
net_return_ann,-0.3212890970989861
