,value
gross_return_ann,-0.0025857141540277027
gross_vol_ann,0.012681614146702935
gross_sharpe,-0.2038947190882603
annual_turnover,1955.9723225486566
avg_positions,43.39393939393939
avg_gross_lev,1.9730593079735015
avg_net_lev,4.6650904719168025e-06
rebalance_turnover,7808.115319851493
txn_cost_bps,1.0
annual_cost,0.7808115319851493
net_return_ann,-0.783397246139177
